Island_Name,ZoneName,Cluster_DepthBin_ID,Depth_ft_mn,Longitude_DD_mn,Latitude_DD_mn,CoralBleached_Perc_mn,SiteSuscp_mn,DHW.MeanMax.YR01_mn,DHW.MeanMax.YR10YR01_mn,SST_Variability_AllB4_mn,PAR_surface_mn,kdPAR_mn,TotalEffluent_mn,WaveAction_value_mn,AgGolf_runoff_mn,Urban_runoff_mn,TourRec_10yrAvgPUD_mn,PctBleached_hist_mn,Obs_Year,Weights_DriversAndSpatialAnalysis,Weights_TemporalAnalysis
Hawaii,Hawaii_NW,1 Mid,36,-155.95153,19.501275,46.5,2.833333333,5.565000038,11.90666676,2.66594338,44.03557826,0.125599995,1252.921343,6126.400269,0.408965666,0.294574107,6.449999809,53.47187889,2019,1,1
Oahu,Oahu_E,10 Shallow,6.5,-157.7983633,21.4407,23.66666667,2.616666667,0.289999992,2.639999986,2.496415084,NA,NA,1643.106846,NA,0.081035084,0.184395952,24.5,42.05739972,2019,0.118044617,0.072903764
Kauai,Kauai_S,100 Shallow,15.5,-159.4727639,21.87820602,1.366666667,NA,2.200000048,3.476666749,2.730566025,45.12350082,0.076866664,21546.83721,6433.6,0.265306276,0.120005076,151.8151277,NA,2019,0.095610196,
Oahu,Oahu_W,102 Shallow,13.6,-158.12565,21.335406,37,NA,0,2.209999919,2.56094346,46.38333384,0.057923332,1489.253507,41993,0.068763088,0.195140483,224,NA,2019,0.02327796,
Kauai,Kauai_S,103 Shallow,10,-159.4881419,21.88493,4.6,NA,2.200000048,3.476666749,2.730566025,45.12350082,0.081536539,6815.150458,6442,0.277434263,0.122284071,94.45148681,NA,2019,0.123537496,
Oahu,Oahu_W,104 Shallow,8.6,-158.2105,21.4605015,12.3,NA,0,1.859999999,2.525660317,43.93175125,0.066112655,14710.87041,41429.075,0.101833931,0.069410611,28.62970352,NA,2019,0.041047327,
Lanai,Lanai_S,105 Shallow,16,-156.867163,20.749795,17,2.444444444,6.739999771,7.329999924,2.686981165,48.97933324,0.062105883,0,6424,0.019769967,0.014497205,12.59999943,38.63809524,2019,0.033604988,
Lanai,Lanai_NE,106 Mid,31.5,-156.814085,20.84437,10,2.985983103,9.039999962,7.820000172,2.663962238,47.57037544,0.062314076,0,6779.875,0.010133816,0.007453362,0.800000012,23.619375,2019,0.231494791,0.142970024
Lanai,Lanai_S,107 Mid,44,-156.9132492,20.735723,10,2.21875,4.96999979,7.449999809,2.700377338,49.16801072,0.062105883,0,6442,0.047293152,0.030134295,6.593856064,38.63809524,2019,0.231494791,0.142970024
Lanai,Lanai_NE,108 Mid,38,-156.82037,20.85438,9,2.571428571,9.25,8.06000042,2.657358529,47.57037544,0.062661136,0,8194,0.008844109,0.00650479,0.800000012,23.619375,2019,0.033604988,0.028187795
Lanai,Lanai_NE,109 Mid,46,-156.82787,20.8636,12,3.08045977,9.25,8.06000042,2.657358529,46.77112579,0.062661136,0,8960.5,0.008676891,0.006381802,0.600000024,23.619375,2019,0.033604988,0.028187795
Oahu,Oahu_E,11 Shallow,5.4,-157.796809,21.45050905,9.80952381,2.785,0.289999992,2.455714192,2.496415053,NA,0.232024997,484.3098322,NA,0.021739848,0.049522597,19.24285784,42.05739972,2019,0.054904772,0.033908912
Lanai,Lanai_NE,111 Mid,21,-156.80292,20.82137,40,3.770491803,9.039999962,7.820000172,2.663962238,48.30825043,0.051094119,0,9672.25,0.010754438,0.008265512,1.399999976,23.619375,2019,0.033604988,0.028187795
Lanai,Lanai_S,112 Mid,32,-156.8504,20.75613,9,2.113207547,7.460000038,7.53000021,2.673056628,48.8736248,0.058914706,0,6424,0,0.003175851,3.299999952,38.63809524,2019,0.033604988,0.028187795
Lanai,Lanai_S,112 Shallow,15,-156.84248,20.756445,23,2.476190476,8.539999962,7.440000057,2.665849038,48.77925014,0.055352941,0,6424,0,0.003164701,2.600000143,38.63809524,2019,0.033604988,
Lanai,Lanai_S,113 Shallow,15,-156.924733,20.735083,29,2.588235294,4.96999979,7.449999809,2.700377338,49.23158391,0.061772549,0,6442,0.048793888,0.031090536,3.799999952,38.63809524,2019,0.033604988,
Oahu,Oahu_E,114 Shallow,7.5,-157.713,21.390874,28.46666667,NA,0.879999995,2.945000052,2.517169772,46.30009334,0.076258822,318.0016868,NA,0.104572871,0.420191251,193.6000061,42.05739972,2019,0.030022777,0.018541917
Hawaii,Hawaii_E,115 Mid,37.3,-155.0174893,19.73540857,0.518796993,2.050816881,0,6.039999962,2.482897612,NA,NA,2111.775299,50840.04115,0.157774921,0.62674216,21.49999919,NA,2019,0.145701884,
Hawaii,Hawaii_E,115 Shallow,15,-155.01773,19.734585,0,2.070857283,0,6.039999962,2.4812579,NA,NA,2125.131473,50498.25195,0.159181265,0.631444542,21.58333238,NA,2019,1,
Lanai,Lanai_S,116 Mid,21.6,-156.9586389,20.73217213,10.375,2.919556286,4.460000038,3.900000051,2.72396228,49.23323512,0.060188234,0,6442,0.048458938,0.030877112,4.300000191,38.63809524,2019,0.080439168,0.049678828
Lanai,Lanai_S,116 Shallow,16,-156.9569964,20.73288325,16.66666667,3.309320473,4.460000038,3.900000051,2.72396228,49.23764445,0.060188234,0,6442,0.048568431,0.030946878,4.1956301,38.63809524,2019,0.064895973,
Oahu,Oahu_W,117 Shallow,11.6,-158.1902857,21.43969476,5.571428571,NA,0,1.825000014,2.560754668,43.66993904,0.104625002,10867.8028,19854.2619,0.02397323,0.149924367,23.26103102,NA,2019,0.072872513,
Hawaii,Hawaii_NW,118 Mid,37.5,-155.90293,20.183635,0,2.053480475,3.627499968,9.209999657,2.651792455,40.47325134,0.052598336,339.5305786,1769.900024,0.001777541,0.024578689,12.90000057,53.47187889,2019,1,1
Hawaii,Hawaii_NW,118 Shallow,15.3,-155.90193,20.18121333,1.666666667,2,4.156666627,10.21666628,2.651635236,40.63768175,0.052598336,316.1154648,1216.566683,0.001674481,0.024535737,12.56666724,53.47187889,2019,0.169465949,0.104661321
Maui,Maui_W,119 Mid,42.5,-156.556455,20.78535,22,2.386446886,4.917999903,3.15066667,2.633207357,43.78912544,0.064183332,20.69807164,0,0.062112006,0.014594717,18.95973968,53.34615741,2019,0.591072777,0.365043587
Oahu,Oahu_E,12 Shallow,6.5,-157.7920845,21.43276182,10.27272727,2.600909091,0.289999992,2.639999986,2.496415084,NA,NA,3213.099673,NA,0.159152089,0.362151782,92.15176027,42.05739972,2019,0.076077473,0.046985066
Maui,Maui_W,120 Mid,57,-156.46338,20.72856,23,2.827160494,3.380000114,2.904999912,2.661886863,46.28495789,0.060241666,1392.977971,0,0.062510662,0.064021496,74.80000305,53.34615741,2019,0.033604988,0.028187795
Maui,Maui_W,121 Mid,44,-156.44735,20.669965,14.5,2.181818182,4.510000229,2.990000069,2.659245281,47.94812393,0.056916667,4861.699914,0,0.292223257,0.17363985,136.3000031,53.34615741,2019,0.216023539,0.133415056
Maui,Maui_W,121 Shallow,10,-156.4440985,20.667952,14.5,2.780769231,4.510000229,2.990000069,2.659245281,48.2389679,0.056916667,5527.773692,0,0.314676586,0.18698168,156.8000031,53.34615741,2019,1,1
Maui,Maui_W,122 Mid,43,-156.54602,20.77977,42,2.8,2.619999886,2.710000053,2.601509346,43.78912544,0.062758332,0,0,0.239167363,0.025764316,31.19999886,53.34615741,2019,0.033604988,0.028187795
Maui,Maui_W,122 Shallow,12,-156.54039,20.77685,15,3.111111111,2.619999886,2.710000053,2.602641412,43.78912544,0.062758332,0,0,0.326484777,0.031321627,31.19999886,53.34615741,2019,0.033604988,0.028187795
Maui,Maui_W,123 Mid,37.7,-156.6003767,20.80122,53.66666667,3.210959498,6.802825372,3.456980166,2.659371054,48.00287628,NA,431.1081972,0,0.00195877,0.015918279,18.7156211,53.34615741,2019,0.512644317,0.316606563
Maui,Maui_W,124 Mid,27.5,-156.614125,20.803005,60,2.823529412,8.693333626,3.76333337,2.656188655,47.84578228,NA,2843.40496,0,0.007303537,0.037501748,24.85000038,53.34615741,2019,0.144648235,0.089334026
Maui,Maui_W,124 Shallow,14.3,-156.6132847,20.805879,16,2.387330447,8.426666789,3.76333337,2.654503125,47.79341761,NA,3455.963096,0,0.009278223,0.047753446,33.70000076,53.34615741,2019,0.340225442,0.210121529
Maui,Maui_W,125 Shallow,12,-156.60628,20.80537,28,2.802717391,7.943333308,3.76333337,2.65186791,48.00287628,NA,2246.429291,0,0.005770939,0.032830371,26.09022908,53.34615741,2019,0.138344599,0.085440931
Maui,Maui_W,126 Shallow,14,-156.57417,20.79083,20,2.421052632,4.976666737,3.15066667,2.634339423,45.72212601,NA,172.8308988,0,0.000397876,0.010376294,23.20000076,53.34615741,2019,0.033604988,0.028187795
Maui,Maui_WNW,127 Mid,23,-156.63029,20.815445,23.5,2.458431373,8.616666715,3.76333337,2.655735826,47.66350047,0.078104904,1927.49525,0,0.017628965,0.08412561,24.39999962,54.42444444,2019,0.523382269,0.323238268
Maui,Maui_WNW,128 Mid,27.5,-156.656305,20.84075,69,2.27173913,8.359999657,7.099999905,2.676415066,47.63954163,0.078104904,2186.075332,0,0.015554942,0.07421505,25.20217188,54.42444444,2019,0.148101687,0.09146686
Maui,Maui_WNW,128 Shallow,13,-156.6558437,20.84343433,40.66666667,2.83625731,8.510000229,7.099999905,2.677358447,47.59536807,0.078104904,6879.864617,0,0.017686701,0.084386009,28.93051839,54.42444444,2019,0.188764003,
Maui,Maui_WNW,129 Mid,32,-156.64955,20.83307,25,2.103448276,8.539999803,3.76333337,2.655282996,47.68868828,0.078104904,5802.206672,0,0.016570215,0.079059075,22.5,54.42444444,2019,0.033604988,0.028187795
Oahu,Oahu_E,13 Shallow,6.5,-157.786735,21.43478,8.5,2.4,0.289999992,2.639999986,2.496415084,NA,NA,2740.949253,NA,0.09420372,0.21436129,84,42.05739972,2019,0.308572477,0.190572817
Maui,Maui_NW,130 Mid,21,-156.641935,21.013414,70,3.5,9.569999695,3.353333463,2.585282992,46.65228081,0.04724103,5267.710666,31755.80078,0.148017553,0.047405313,148.5,33.63518519,2019,0.033604988,0.028187795
Maui,Maui_NW,130 Shallow,13,-156.639864,21.015309,8,2.666666667,9.569999695,3.353333463,2.585282992,46.65228081,0.04724103,4234.709741,31755.80078,0.147894325,0.047365848,121.8000031,33.63518519,2019,0.033604988,0.028187795
Maui,Maui_NW,131 Shallow,12,-156.6681953,21.00082067,33.33333333,3.497318008,10.18000031,3.586666753,2.589999984,48.67649841,0.048564706,19465.11246,24031.76758,0.096737505,0.089818028,172.5,33.63518519,2019,0.096565355,0.05963828
Maui,Maui_NW,132 Mid,33,-156.68889,20.95767,15,1.875,10.89999962,3.443333437,2.610754625,48.82583237,0.050705883,1358.834329,13241.7002,0.088013934,0.10290804,145.4729184,33.63518519,2019,0.033604988,0.028187795
Maui,Maui_NW,132 Shallow,12,-156.688059,20.955165,29,2.5625,10.89999962,3.443333437,2.608867825,48.63246822,0.050705883,1358.834329,13547.60059,0.106015193,0.113471439,147.1999969,33.63518519,2019,0.033604988,0.028187795
Maui,Maui_NW,133 Shallow,12,-156.69718,20.926843,66,3.44,10.53999996,4.764999837,2.619245277,48.50312424,0.051273529,11849.05063,949.7000122,0.216605933,0.12855076,493.8999939,33.63518519,2019,0.033604988,0.028187795
Maui,Maui_S,134 Shallow,12.6,-156.4397422,20.6195946,4.8,2.770333333,5.514000034,3.700000107,2.632731582,48.56109333,0.053317647,2236.433198,0,0.253722336,0.154991369,50.70092615,7.031746032,2019,0.145374457,
Maui,Maui_NW,135 Mid,34.5,-156.69656,20.91222,27,2.435083435,10.53999996,4.764999837,2.620566026,48.05237579,0.051888236,7417.051659,2579.049957,0.208280259,0.123604527,158.3592288,33.63518519,2019,0.983831791,0.607609587
Maui,Maui_NW,135 Shallow,11.5,-156.69759,20.91679475,25.25,3.114705882,10.53999996,4.764999837,2.620566026,48.34678841,0.051671863,10004.19927,4665.875,0.213197781,0.126522844,408.7999878,33.63518519,2019,0.102514812,0.063312634
Maui,Maui_WNW,136 Mid,28,-156.69136,20.90815,36,2.294871795,10.53999996,4.764999837,2.620566026,48.03224945,0.05129804,16662.65977,949.7000122,0.202937,0.120433559,168.950897,54.42444444,2019,0.033604988,0.028187795
Maui,Maui_WNW,136 Shallow,11.7,-156.6906283,20.909257,35.33333333,2.647373052,10.15666675,4.764999837,2.618805027,48.03224945,0.05129804,17087.1758,949.7000122,0.212832703,0.126306186,159.2000021,54.42444444,2019,0.224989786,
Maui,Maui_WNW,137 Shallow,10,-156.686318,20.898403,28,2.450704225,9.770000458,4.365000159,2.634905761,48.03224945,0.053167648,29398.81697,0,0.212436442,0.126071027,136.3000031,54.42444444,2019,0.033604988,
Maui,Maui_WNW,138 Mid,34,-156.6906233,20.87993667,39.33333333,2.394301994,9.770000458,4.365000159,2.632452911,47.86781216,0.051823529,5176.974441,0,0.141099687,0.101427284,445.6000061,54.42444444,2019,0.300153969,0.185373588
Maui,Maui_WNW,138 Shallow,11,-156.688224,20.885244,30,2.589041096,9.770000458,4.365000159,2.634905761,48.03224945,0.051823529,23169.15407,0,0.176907073,0.118902425,428.4919583,54.42444444,2019,0.033604988,
Maui,Maui_W,139 Shallow,8.8,-156.5028648,20.7944785,18.5,3.298529412,2.459999919,2.643750027,2.59198107,44.13687515,NA,15692.77169,0,0.501590142,0.042111687,78.42500305,53.34615741,2019,0.11677875,0.072121971
Oahu,Oahu_N,14 Shallow,7,-158.155,21.58277467,14.6,NA,0.629999995,2.824999988,2.537924569,44.86849976,0.047150461,17815.6758,97345.5,0.15685735,0.07315106,18.60000038,NA,2019,0.052021948,
Maui,Maui_W,140 Shallow,18,-156.447632,20.70448,27,2.352941176,3.049999952,2.585000023,2.626981159,47.54987335,0.060241666,18310.92432,0,0.316247879,0.187915336,168.8999939,53.34615741,2019,0.033604988,0.028187795
Maui,Maui_NW,141 Mid,36.5,-156.694965,20.94385,18,2.419047619,10.53999996,4.764999837,2.620566026,48.50312424,0.051419608,323.422628,11788.4253,0.155334329,0.116965405,220.6999969,33.63518519,2019,0.113737069,0.070243444
Maui,Maui_NW,141 Shallow,6,-156.69313,20.94454,25,3.352941176,10.53999996,4.764999837,2.620566026,48.50312424,0.051419608,550.7497993,11676.40039,0.15936115,0.121564103,220.6999969,33.63518519,2019,0.033604988,0.028187795
Maui,Maui_WNW,142 Mid,23.5,-156.68653,20.876475,60,2.583047945,9.770000458,4.365000159,2.632452911,47.76192681,0.051823529,7149.999236,0,0.118562945,0.099563597,400.2000122,54.42444444,2019,0.144648235,0.089334026
Maui,Maui_WNW,142 Shallow,10,-156.68646,20.87831,39,2.265822785,9.770000458,4.365000159,2.632452911,47.65604146,0.051823529,11870.3603,0,0.131197144,0.106818112,445.6000061,54.42444444,2019,0.033604988,
Oahu,Oahu_W,143 Shallow,7.4,-158.2248,21.47759,7.7,NA,0,1.859999999,2.525660317,45.54475021,0.050189462,12404.71279,57667.025,0.134477048,0.06758929,32.91655293,NA,2019,0.063079632,
Oahu,Oahu_E,144 Shallow,7.2,-157.6699286,21.319595,7.214285714,NA,2.089999914,3.554999888,2.545471731,46.88887405,0.05458902,3844.796588,38671.5,0.080524434,0.229359416,84.70000458,42.05739972,2019,0.063750722,0.039372127
Kauai,Kauai_N,145 Shallow,5.3,-159.55921,22.2275175,3.375,NA,2.640000105,2.73666665,2.732641508,45.77133306,0.054880208,26690.25725,147679,0.000291697,0.008054182,98.86348676,NA,2019,0.079617462,
Oahu,Oahu_W,146 Shallow,10,-158.1416,21.374391,24.9,NA,0,1.805000067,2.557877361,45.49587631,0.057799999,9578.263097,15275,0.026139931,0.117958656,7.900000095,NA,2019,0.038678189,
Hawaii,Hawaii_SW,147 Mid,30,-155.921695,19.47305,28.34101383,2.040322581,4.032500059,8.542500115,2.66226414,47.27812576,NA,14366.32355,113.9000015,0.07645008,0.065974598,81.83432564,54.64444444,2019,0.043218378,0.026691454
Hawaii,Hawaii_SW,147 Shallow,15,-155.92157,19.47277,13.88888889,2.083333333,4.032500059,8.542500115,2.66226414,47.27812576,NA,16383.74847,113.9000015,0.07645008,0.065974598,81.83432564,54.64444444,2019,0.071898313,
Oahu,Oahu_W,148 Shallow,9.3,-158.232,21.537276,32.8,NA,0.610000014,2.404999942,2.537767308,46.68756294,0.049912501,35.53643552,12289.3,0.00822027,0.015710207,18.19999886,NA,2019,0.041358679,
Oahu,Oahu_E,149 Mid,45,-157.783,21.47971,17,2.727272727,0.289999992,2.424999893,2.495848998,44.21868896,0.232024997,0,118515.5,0.00068848,0.001840758,1.700000048,42.05739972,2019,0.033604988,
Oahu,Oahu_E,15 Shallow,6.5,-157.78252,21.45095,4.5,2.45,0.289999992,2.53249994,2.496415066,42.09012604,0.232024997,0,NA,0.166554065,0.380552552,7.450000286,42.05739972,2019,0.207247736,0.127995164
Oahu,Oahu_S,150 Mid,42,-157.76555,21.26181,1,2,1.779999971,3.269999981,2.55283021,46.88650131,0.056190196,503.8925033,10128.5,0.007681775,0.060879331,43.15768416,20.50245833,2019,0.033604988,0.028187795
Oahu,Oahu_S,151 Mid,40,-157.86533,21.28832,40,2.861111111,0.449999988,2.699999928,2.589245274,45.44679133,0.063935295,3970.925305,6405.5,0.042590786,0.632901329,308.6000061,20.50245833,2019,0.033604988,0.028187795
Oahu,Oahu_E,152 Deep,88,-157.69006,21.40474,62,2.266666667,1.179999948,3.214999914,2.523584834,46.01112366,0.082999997,0,91615,0.000317685,0.001410287,3.599999905,42.05739972,2019,0.033604988,
Oahu,Oahu_E,153 Deep,71,-157.67747,21.36983,40,3.533333333,1.330000043,3.144999921,2.530566054,46.61399841,0.064682875,0,93148,0.000140247,0.000231385,0.23486414,42.05739972,2019,0.033604988,
Oahu,Oahu_E,153 Mid,52,-157.67978,21.36559,42,2.5,1.330000043,3.144999921,2.530566054,46.61399841,0.064682875,0,92454.5,0.000140985,0.000228052,0.792481355,42.05739972,2019,0.033604988,
Oahu,Oahu_E,154 Deep,86,-157.71553,21.42515,35,3.62,0.289999992,2.929999948,2.506981112,46.01112366,0.070735293,0,77234,0.000143854,0.000638604,0.838945527,42.05739972,2019,0.033604988,
Oahu,Oahu_E,155 Deep,88,-157.69749,21.41315,6,3.333333333,1.179999948,3.214999914,2.523584834,46.01112366,0.082999997,0,NA,0.000367187,0.001630037,0.200000003,42.05739972,2019,0.033604988,
Oahu,Oahu_E,155 Mid,51,-157.7014,21.40664,25,3.068965517,0.289999992,2.929999948,2.506981112,46.01112366,0.070382352,0,86906.5,0.000304963,0.00135381,48,42.05739972,2019,0.033604988,
Oahu,Oahu_E,156 Mid,34,-157.72507,21.41927,8,2.25,0.289999992,2.929999948,2.506981112,46.2380619,0.070735293,1686.55206,77234,0.00558905,0.024811227,27.65448838,42.05739972,2019,0.033604988,
Oahu,Oahu_E,157 Mid,29,-157.69485,21.39108,26,3.30952381,1.330000043,3.144999921,2.530566054,46.45271873,0.069518038,38.72554713,91615,0.002660236,0.010520072,21.70000076,42.05739972,2019,0.033604988,
Oahu,Oahu_E,158 Shallow,18,-157.69206,21.37597,74,3.266666667,1.330000043,3.144999921,2.530566054,46.36287435,0.064682875,0.503468908,91615,0.008696715,0.021477592,32.40000153,42.05739972,2019,0.033604988,0.028187795
Oahu,Oahu_E,159 Shallow,14,-157.73706,21.42318,32,2.272251309,0.289999992,2.929999948,2.506981112,46.2380619,0.082999997,19409.83008,54786.5,0.118670437,0.466142936,31.39999962,42.05739972,2019,0.033604988,0.028187795
Oahu,Oahu_E,16 Shallow,7.2,-157.7980089,21.45809474,10.21052632,2.5175,0.266315783,2.428947286,2.496027773,42.09012604,0.232024997,311.5021564,NA,0.005426783,0.012802957,10.09407429,42.05739972,2019,0.047682854,0.029448692
Oahu,Oahu_E,160 Shallow,19,-157.72983,21.41042,52,2.911111111,0.289999992,2.929999948,2.506981112,46.01112366,0.082999997,260.6636297,68492,0.03411497,0.151445116,202.1000061,42.05739972,2019,0.033604988,0.028187795
Oahu,Oahu_E,161 Shallow,9,-157.71352,21.40076,79,3,0.289999992,2.929999948,2.506981112,46.39895884,0.082999997,59.46316789,78420,0.051827158,0.230074064,184.8000031,42.05739972,2019,0.033604988,0.028187795
Oahu,Oahu_E,162 Deep,89,-157.81578,21.52678,4,3.2,0.140000001,2.435000062,2.494528357,43.18681335,0.232024997,554.375883,118625,2.99E-06,0.000169474,5.099999905,42.05739972,2019,0.033604988,
Oahu,Oahu_E,162 Shallow,15,-157.82239,21.52513,28,2.964285714,0.140000001,2.435000062,2.494528357,43.18681335,NA,1896.976016,118625,0.000114367,0.005546271,102.5,42.05739972,2019,0.033604988,0.028187795
Oahu,Oahu_N,163 Deep,75,-157.90891,21.65546,17,3.333333333,1.25999999,3.405000091,2.514905606,46.75637436,0.065433335,3775.314184,118625,0.100665196,0.05661725,121.9000015,NA,2019,0.033604988,
Oahu,Oahu_E,164 Deep,64,-157.79672,21.50354,65,3.886363636,0.289999992,2.419999897,2.49999982,42.09012604,0.232024997,0,118606.5,9.35E-06,8.32E-05,0.328487616,42.05739972,2019,0.033604988,
Oahu,Oahu_E,164 Mid,26,-157.80225,21.50615,17,3.153846154,0.140000001,2.435000062,2.494528357,42.09012604,0.232024997,0,117931.25,5.98E-05,0.000606358,0.5,42.05739972,2019,0.033604988,
Oahu,Oahu_E,165 Deep,67,-157.85832,21.58154,41,3.454545455,0.140000001,2.435000062,2.497735833,44.9111042,NA,0,117274.5,5.20E-05,0.000173949,2.399999857,42.05739972,2019,0.033604988,
Oahu,Oahu_E,165 Mid,35,-157.86522,21.58467,6,2.777777778,0.140000001,2.435000062,2.497735833,44.9111042,0.088012502,217.8418375,113533,0.000597402,0.001998972,9.448498611,42.05739972,2019,0.033604988,
Oahu,Oahu_E,166 Mid,36,-157.82323,21.53854,29,2.75,0.140000001,2.435000062,2.494528357,43.83565394,NA,1549.617357,119400.5,1.72E-05,0.00097488,41.371081,42.05739972,2019,0.033604988,
Oahu,Oahu_E,167 Mid,22,-157.81325,21.49754,25,2.457142857,0.140000001,2.450000048,2.493584975,42.09012604,0.232024997,23.81581344,NA,5.05E-05,0.000433877,6.600000381,42.05739972,2019,0.033604988,
Oahu,Oahu_E,168 Mid,41,-157.89626,21.6169,3,2.3125,0.917499993,2.845000044,2.505471679,45.72262383,0.088012502,15464.3545,93500.66667,0.00173074,0.005791242,16,42.05739972,2019,0.033604988,
Oahu,Oahu_E,169 Mid,32,-157.88087,21.59948,14,3.2,0.140000001,2.435000062,2.497735833,44.9111042,0.088012502,6662.732407,108113,0.001657035,0.005544617,12.89999962,42.05739972,2019,0.033604988,
Oahu,Oahu_S,17 Shallow,7.7,-157.8154198,21.2549916,10.54320988,NA,1.039999962,3.045000017,2.558301782,46.65156364,0.056911948,10554.60563,16005,0.051411545,0.580258214,299.2704405,20.50245833,2019,0.017390041,0.010740002
Oahu,Oahu_N,170 Mid,44,-157.90584,21.63446,16,3.166666667,1.021499989,3.052000046,2.502641534,45.8844986,0.070568752,5929.640872,97007.75,0.018757446,0.013318271,21.5,NA,2019,0.033604988,
Oahu,Oahu_E,171 Shallow,16,-157.78337,21.4676,18,2.933333333,0.289999992,2.424999893,2.495848998,42.09012604,0.232024997,0,112091.5,0.005428885,0.012701064,3.200000048,42.05739972,2019,0.033604988,0.028187795
Oahu,Oahu_E,172 Shallow,8,-157.88444,21.58058,27,2.903225806,0.140000001,2.435000062,2.497735833,44.9111042,NA,18711.51318,NA,0.016019929,0.054379139,35.29999924,42.05739972,2019,0.033604988,0.028187795
Oahu,Oahu_E,173 Shallow,14,-157.81126,21.48806,25,2.9,0.140000001,2.450000048,2.493584975,42.09012604,0.232024997,0,NA,0.000346129,0.002300841,1.50665187,42.05739972,2019,0.033604988,0.028187795
Oahu,Oahu_N,174 Deep,98,-158.06158,21.67634,58,2.5,0.800000012,3.625,2.53566033,46.70905075,0.053976472,4423.627364,102546.5,0.001774956,0.002517616,7.143696544,NA,2019,0.033604988,
Oahu,Oahu_N,175 Deep,84,-158.08913,21.6317,65,3.25,0.863999996,3.432999946,2.528301959,43.74112701,0.056335706,7660.515027,92253.5,0.022098717,0.013253648,20.70000076,NA,2019,0.033604988,
Oahu,Oahu_N,176 Deep,88,-158.02632,21.70428,100,3.714285714,1.399999976,3.594999909,2.522264049,47.94262695,0.050823528,2173.422825,133936.5,0.005317064,0.007541777,8.899999619,NA,2019,0.033604988,
