Island_Name,ZoneName,Cluster_DepthBin_ID,Depth_ft_mn,Longitude_DD_mn,Latitude_DD_mn,CoralBleached_Perc_mn,SiteSuscp_mn,DHW.MeanMax.YR01_mn,DHW.MeanMax.YR10YR01_mn,SST_Variability_AllB4_mn,PAR_surface_mn,kdPAR_mn,TotalEffluent_mn,WaveAction_value_mn,AgGolf_runoff_mn,Urban_runoff_mn,TourRec_10yrAvgPUD_mn,PctBleached_hist_mn,Obs_Year,Weights_DriversAndSpatialAnalysis,Weights_TemporalAnalysis
Oahu,Oahu_E,397 Shallow,3,-157.83292,21.48678,70,,,,NA,,,,,,,,,2015,,0.028187795
Oahu,Oahu_E,398 Shallow,3,-157.80513,21.44037,65,,,,NA,,,,,,,,,2015,,0.028187795
Oahu,Oahu_E,399 Shallow,3,-157.7902155,21.4283703,45.724,,,,NA,,,,,,,,,2015,,0.026926898
Kauai,Kauai_N,4 Shallow,4.9,-159.4466567,22.22607486,9.222222222,NA,2.687777837,3.737777663,2.755115297,46.38770803,0.054700002,7995.868103,NA,0.158141093,0.07911103,51.01916829,NA,2019,0.025148732,
Oahu,Oahu_E,40 Shallow,6.5,-157.828225,21.460255,39,2.1,0.140000001,2.450000048,2.493962306,NA,NA,8613.8706,NA,0.034447432,0.149994683,27.70000076,42.05739972,2019,0.108165036,0.066802184
Oahu,Oahu_E,400 Shallow,3,-157.770425,21.427935,75,,,,NA,,,,,,,,,2015,,0.405126046
Hawaii,Hawaii_NW,401 Mid,32.5,-155.9807801,19.84384463,46.555,,,,NA,,,,,,,,,2015,,0.184550741
Hawaii,Hawaii_NW,402 Mid,36,-155.993,19.6312,68.16666667,,,,NA,,,,,,,,,2015,,0.108598762
Oahu,Oahu_E,403 Shallow,8,-157.7149238,21.39355615,41.27538462,,,,NA,,,,,,,,,2015,,0.036753098
Hawaii,Hawaii_NW,404 Mid,32.5,-155.8996752,19.91382974,76.045,,,,NA,,,,,,,,,2015,,0.341297194
Hawaii,Hawaii_NW,405 Mid,32.5,-156.0279413,19.79650611,51.875,,,,NA,,,,,,,,,2015,,0.184407369
Hawaii,Hawaii_NW,406 Mid,40,-156.030183,19.6710758,58.692,,,,NA,,,,,,,,,2015,,0.151538525
Hawaii,Hawaii_NW,407 Mid,32.5,-155.8845226,19.93484452,74.77,,,,NA,,,,,,,,,2015,,0.504468693
Hawaii,Hawaii_SW,408 Mid,26,-155.93278,19.4793,50.8,,,,NA,,,,,,,,,2015,,0.357653488
Oahu,Oahu_E,41 Shallow,6.5,-157.8103375,21.4497425,19.5,2.3525,0.140000001,2.477500007,2.494433997,NA,NA,3403.141944,NA,0.118356487,0.299929713,26.87621742,42.05739972,2019,0.13965409,0.086249667
Lisianski,Lisianski,416 Mid,35.1,-173.9223,25.941,56.53439153,,,,NA,,,,,,,,,2014,,0.028187795
Lisianski,Lisianski,417 Mid,34.1,-174.00171,26.0659,73.89092389,,,,NA,,,,,,,,,2014,,0.028187795
Lisianski,Lisianski,418 Mid,26.9,-173.99403,26.00428,59.01775805,,,,NA,,,,,,,,,2014,,0.028187795
Lisianski,Lisianski,419 Mid,28.9,-174.00938,26.03164,40.11782309,,,,NA,,,,,,,,,2014,,0.028187795
Oahu,Oahu_E,42 Shallow,5.7,-157.8340865,21.48595696,38.86956522,2.203125,0.140000001,2.450000048,2.493962306,42.09012604,NA,4731.850876,NA,0.007373105,0.056529448,21.98260904,42.05739972,2019,0.053611974,0.033110486
Lisianski,Lisianski,420 Mid,43,-173.88033,25.94365,20.10543174,,,,NA,,,,,,,,,2014,,0.028187795
Lisianski,Lisianski,421 Mid,47.9,-173.87615,26.01977,33.7071893,,,,NA,,,,,,,,,2014,,0.028187795
Lisianski,Lisianski,423 Mid,45.9,-173.9535,25.94452,67.25359019,,,,NA,,,,,,,,,2014,,0.028187795
Pearl and Hermes,Pearl and Hermes,427 Mid,24.9,-175.97348,27.77575,36.64224664,,,,NA,,,,,,,,,2014,,0.028187795
Pearl and Hermes,Pearl and Hermes,428 Mid,24.9,-175.9396,27.77279,53.80625249,,,,NA,,,,,,,,,2014,,0.028187795
Pearl and Hermes,Pearl and Hermes,429 Mid,39.4,-175.72803,27.9386,12.94729729,,,,NA,,,,,,,,,2014,,0.028187795
Oahu,Oahu_E,43 Shallow,6.5,-157.8011933,21.43314333,10,2.466666667,0.189999998,2.549999972,2.49540882,NA,NA,3848.864958,NA,0.166580174,0.379129912,100.2941197,42.05739972,2019,0.153283391,0.094667055
Pearl and Hermes,Pearl and Hermes,430 Mid,38.1,-175.90467,27.91052,12.76211711,,,,NA,,,,,,,,,2014,,0.028187795
Pearl and Hermes,Pearl and Hermes,431 Mid,47.9,-175.94877,27.75313,3.431085044,,,,NA,,,,,,,,,2014,,0.028187795
Oahu,Oahu_E,44 Shallow,6.5,-157.82036,21.455935,17.5,2,0.140000001,2.450000048,2.493962306,NA,NA,6723.919465,NA,0.072389172,0.224276883,28.04153718,42.05739972,2019,0.206199475,0.127347763
Oahu,Oahu_E,45 Shallow,6.5,-157.789656,21.42469233,46.66666667,2.6,0.289999992,2.639999986,2.496415084,NA,NA,3333.100303,NA,0.206705351,0.470359559,99.09999847,42.05739972,2019,0.094679255,0.058473434
Oahu,Oahu_N,46 Shallow,5.7,-158.1078667,21.595702,23.33333333,NA,0.670000002,3.029999979,2.530188542,43.96650124,0.05704,37227.59401,84059.5,0.111865436,0.068151497,196.1999969,NA,2019,0.032648932,
Hawaii,Hawaii_NW,47 Mid,30,-155.9733975,19.5923825,5.93487395,2.076190476,4.894999981,9.974999861,2.65915097,43.83383433,0.0536125,26960.94032,553.4000244,0.40245224,0.289882552,77.02253493,53.47187889,2019,0.092158707,0.056916756
Hawaii,Hawaii_NW,47 Shallow,13.3,-155.9724167,19.59245667,3.587301587,2.071428571,5.251666586,11.04999984,2.660817632,43.83383433,0.0536125,26960.94032,573.4000244,0.407022007,0.293174101,73.85165337,53.47187889,2019,0.162817418,0.100555222
Hawaii,Hawaii_NW,48 Shallow,8,-155.96516,19.56382,68,3.4,5.964999795,13.19999981,2.664150958,43.88906288,0.077608332,3677.832129,3378.199951,0.409915728,0.295258426,85.29999542,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_SW,49 Mid,20,-155.88832,19.31344,19,2.233333333,5.050000012,5.835000053,2.665849146,47.1600825,0.105999999,10651.07484,13506.7002,0.05239954,0.071842308,4.300000191,54.64444444,2019,0.033604988,0.028187795
Kauai,Kauai_N,5 Shallow,5,-159.4557255,22.22767321,13.4,NA,2.670000076,2.639999916,2.737169842,46.38770803,0.054700002,3549.331379,152606.5,0.157836493,0.078958652,139.6999969,NA,2019,0.09399415,
Hawaii,Hawaii_NW,50 Mid,40,-155.910218,19.890148,5,2.071428571,6.180000007,4.639999966,2.630754903,44.22037506,0.056905881,226.353714,2631,0.051473427,0.037310977,6.099999905,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_NW,50 Shallow,16,-155.9067275,19.8898435,5.5,2.144770408,6.180000007,4.639999966,2.630754903,44.22037506,0.05744669,226.353714,570,0.061586441,0.044641484,6.159777158,53.47187889,2019,0.345627114,0.213457574
Hawaii,Hawaii_NW,51 Mid,35,-155.884763,19.935157,0,2,6.265000224,4.546666722,2.639622814,42.62184429,0.058105953,2217.400582,1074.700073,0.190010374,0.050170039,127.6500159,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_NW,51 Shallow,13.1,-155.8805138,19.93551433,3.561281088,2.164118495,6.141111202,5.558148214,2.640838739,42.56263945,0.059186641,2497.462089,672.3166606,0.184706895,0.049557197,149.215887,53.47187889,2019,0.103843756,0.064133384
Hawaii,Hawaii_NW,52 Mid,36,-155.834056,19.986585,0,2,6.255000174,4.516666671,2.64584918,40.82931137,NA,2800.580726,40.5,0.097062293,0.063133781,83.20000458,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_NW,52 Shallow,15,-155.831181,19.983517,10.5,2,6.172500074,5.608333337,2.64349069,40.83078003,NA,5052.82754,40.5,0.100369569,0.083615621,83.20000458,53.47187889,2019,0.109136678,0.067402265
Hawaii,Hawaii_NW,53 Mid,25,-155.8662585,19.9519025,8,2.107777778,6.245000124,5.570833274,2.651132116,41.92218781,0.070321428,3415.556269,44,0.07133064,0.085983131,107.5341221,53.47187889,2019,0.258819045,0.159845346
Hawaii,Hawaii_NW,54 Mid,30,-155.899645,19.9137965,13.5,2.323243243,6.212500066,4.533333401,2.640000164,42.68825022,0.057805935,69.91589294,1630.300049,0.09372689,0.038191767,26.90000153,53.47187889,2019,0.926765255,0.57236558
Hawaii,Hawaii_NW,55 Mid,32.5,-155.848468,20.059447,2,2.104525862,5.778750043,5.458541768,2.634842819,40.654562,0.062749999,17122.72678,55.60000229,0.000376768,0.05388778,3.562018021,53.47187889,2019,0.189468691,0.117014915
Hawaii,Hawaii_NW,56 Mid,27.5,-155.921969,19.8734685,13,2.2,6.180000007,4.639999966,2.630754903,44.22037506,0.056905881,74.9622173,3449.699951,0.062523186,0.044599982,3.299999952,53.47187889,2019,0.681102821,0.420645691
Hawaii,Hawaii_NW,57 Mid,31.3,-155.934578,19.85452489,6.511255011,2.126174895,5.210000018,5.77805551,2.626352382,45.34449959,0.057564706,818.5171393,4333,0.112625504,0.03543653,9.636820308,53.47187889,2019,0.08667777,0.053531756
Hawaii,Hawaii_NW,57 Shallow,14.8,-155.9325557,19.85535478,3.639784946,2.095654122,4.310000042,6.144444396,2.623899556,45.34449959,0.057564706,807.161199,4016.483317,0.100833163,0.034143303,18.77237411,53.47187889,2019,0.102285428,0.063170968
Hawaii,Hawaii_NW,58 Mid,29.5,-155.9578075,19.8537175,11.5,2.04,6.054999813,4.473333299,2.633018961,46.11020788,0.05617647,0,5361.300293,0.1594712,0.043312769,3.623746737,53.47187889,2019,0.279813734,0.17281156
Hawaii,Hawaii_NW,59 Mid,40,-155.997876,19.834701,32,2.266666667,6.085000023,4.60666658,2.620943321,47.64162445,0.053399999,72.50432205,6404.899902,0.079742594,0.024110037,51.20000076,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_NW,59 Shallow,17,-155.997568,19.834558,2,2,6.085000023,4.60666658,2.620943321,47.64162445,0.053399999,72.50432205,6404.899902,0.079742594,0.024110037,51.20000076,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_NW,6 Mid,40.3,-156.0304412,19.66902171,11.75,2.015212293,5.430416654,12.47416689,2.636452914,46.83612013,0.050106667,1940.350416,6089.104228,0.03652077,0.136861782,42.01074113,53.47187889,2019,0.052970712,0.032714446
Hawaii,Hawaii_NW,6 Shallow,15,-156.02898,19.66782,11.11111111,2,3.644999892,13.01000023,2.627132164,46.62270864,0.050106667,1878.684597,4778.100098,0.032929789,0.13714185,42.40000153,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_NW,60 Mid,32.5,-156.007173,19.81367,13.5,2,6.109999955,6.884999946,2.626981087,48.16187541,0.049613333,0,6576.800293,0.10842999,0.043838084,43.79999924,53.47187889,2019,0.15439433,0.095353165
Hawaii,Hawaii_NW,61 Mid,41.5,-156.0502665,19.783567,28.5,2.261111111,5.962499961,10.21750012,2.62320765,48.44950104,0.047298097,54.17811201,7700.200195,0.08051329,0.090121955,11.80000007,53.47187889,2019,0.145311596,0.089743714
Hawaii,Hawaii_NW,62 Mid,33,-155.8369985,20.0357375,7.5,2.035714286,6.040312593,5.522031283,2.646792545,40.654562,0.082999997,3837.761292,62.09999847,0.001120685,0.022188603,9.699999809,53.47187889,2019,0.097841211,0.060426242
Hawaii,Hawaii_NW,63 Mid,35,-155.830795,20.020479,5,3,6.040312593,6.605625039,2.646792545,40.82637405,NA,522.7017351,40.5,0.02255449,0.043287214,44.79999924,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_NW,63 Shallow,19,-155.830283,20.020526,36,2,6.040312593,6.605625039,2.646792545,40.82637405,NA,858.9164678,40.5,0.026496606,0.050577048,44.79999924,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_NW,64 Mid,37,-155.830981,19.999898,0,2,6.255000174,4.516666671,2.64584918,40.82931137,NA,937.8442655,40.5,0.102887193,0.036619193,95.70000458,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_NW,64 Shallow,14,-155.828915,20.000662,1,2.392857143,6.040312593,4.438437527,2.646792545,40.82931137,NA,2698.332174,40.5,0.106060191,0.043554247,95.70000458,53.47187889,2019,0.033604988,0.028187795
Oahu,Oahu_S,65 Mid,26.9,-157.6941143,21.27027914,13.31428571,NA,3.00999999,3.75,2.571509487,47.06295904,0.054541545,515.0483716,18993.82857,0.075661758,0.253384469,305.8999939,20.50245833,2019,0.034634019,0.021389797
Oahu,Oahu_S,65 Shallow,16,-157.6926,21.270823,14.9,NA,3.00999999,3.75,2.571509487,47.06295904,0.054541545,198.1760389,51468.4,0.077140519,0.258336692,305.8999939,20.50245833,2019,0.065899841,0.040699412
Oahu,Oahu_E,66 Shallow,6.5,-157.8043825,21.4439675,23.25,2.6025,0.140000001,2.504999965,2.494905688,NA,NA,2484.806035,NA,0.149575374,0.35054428,26.92770784,42.05739972,2019,0.158757125,0.098047605
Hawaii,Hawaii_E,67 Mid,37,-155.063836,19.748034,1.988235294,2.371406518,0,6.039999962,2.477962134,NA,NA,0,72982.90313,0.001358053,0.006353988,14.80405129,NA,2019,0.136804391,
Hawaii,Hawaii_E,67 Shallow,15,-155.066015,19.745235,0,1.888888889,0,6.039999962,2.478018743,NA,NA,0,72366.70313,0.002943993,0.013774209,55.30000305,NA,2019,1,
Hawaii,Hawaii_SW,68 Mid,37.3,-155.9129028,19.42390897,10.74140262,2.134392742,4.658836181,4.96948277,2.664664904,47.62350082,NA,574.4821239,5435.037867,0.097326237,0.049825609,136.486369,54.64444444,2019,0.034171935,0.021104416
Hawaii,Hawaii_SW,68 Shallow,15,-155.9126811,19.42366,4.161504442,2.005934874,4.637410692,4.943750011,2.664676522,47.62350082,NA,580.1096504,5401.799944,0.09761242,0.050191136,136.6271738,54.64444444,2019,0.065683219,
Maui,Maui_NW,69 Mid,23,-156.69147,20.94987,67.5,3.1875,10.53999996,4.764999837,2.620566026,48.63246822,0.050705883,501.5976485,12826.0503,0.11998927,0.108018574,143.3866742,33.63518519,2019,0.092787655,0.057305191
Maui,Maui_NW,69 Shallow,8.5,-156.692475,20.95145,20,3.001644737,10.3199997,3.443333437,2.607830102,48.63246822,0.050705883,496.5270245,13059.90039,0.120960037,0.112405873,127.9000015,33.63518519,2019,0.336230508,0.207654278
Hawaii,Hawaii_NW,7 Mid,45,-155.8921,19.9309,16,2.222222222,6.184999824,6.745000079,2.63471715,42.62184429,0.057805935,919.4463954,1092.100006,0.187933119,0.049504768,195.1999969,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_NW,7 Shallow,10,-155.892182,19.924102,8,2.133333333,6.265000224,4.546666722,2.639622814,42.62184429,0.057805935,881.260145,802.7000122,0.180711008,0.052277349,223.8999939,53.47187889,2019,0.033604988,0.028187795
Hawaii,Hawaii_SW,70 Mid,34,-155.899394,19.378154,8.24516129,2.010972889,5.440687509,5.026166661,2.663962058,47.5661869,0.09645294,1101.144892,4936.860059,0.051977999,0.071264352,8.899999619,54.64444444,2019,0.063429923,0.039174002
Hawaii,Hawaii_SW,70 Shallow,15,-155.898615,19.378525,17.56756757,2,5.502500005,4.844270828,2.663962058,47.5661869,0.09645294,1101.144892,4976.550049,0.052109597,0.071444779,8.899999619,54.64444444,2019,0.063928812,
Lanai,Lanai_S,71 Mid,22.3,-156.9032633,20.73622533,8.333333333,2.894736842,4.96999979,7.449999809,2.700377338,49.10670853,0.062105883,0,6442,0.048305575,0.030779393,36.66084466,38.63809524,2019,0.231494791,0.142970024
Lanai,Lanai_S,71 Shallow,16.6,-156.9001584,20.7381102,6.8,2.780536636,6.031999779,7.377999878,2.692339634,49.10670853,0.062105883,0,6442,0.048329853,0.030794862,39.70000076,38.63809524,2019,0.142498199,
Lanai,Lanai_S,72 Shallow,12.7,-156.881918,20.74222,10,2.638401559,6.739999771,7.329999924,2.686981165,48.97933324,0.062105883,0,6442,0.040135501,0.026128335,44.79999924,38.63809524,2019,0.266538312,
Lanai,Lanai_S,73 Mid,31.3,-156.892075,20.7337365,12.5,2.916160594,6.739999771,7.329999924,2.686981165,49.07908869,0.062105883,0,6442,0.047584574,0.030331056,37.95244386,38.63809524,2019,0.231494791,0.142970024
Lanai,Lanai_S,73 Shallow,17.8,-156.893801,20.73505325,15.25,2.835139319,6.739999771,7.329999924,2.686981165,49.10670853,0.062105883,0,6442,0.048257391,0.030750257,43.4804193,38.63809524,2019,0.099924317,
Lanai,Lanai_S,74 Mid,28,-156.889249,20.736956,8,2.736842105,6.739999771,7.329999924,2.686981165,49.05146885,0.062105883,0,6442,0.04744516,0.030324487,47.70000076,38.63809524,2019,0.033604988,0.028187795
Lanai,Lanai_S,74 Shallow,13,-156.88659,20.741597,35,3.1,6.739999771,7.329999924,2.686981165,48.97933324,0.062105883,0,6442,0.044175984,0.028441801,47.70000076,38.63809524,2019,0.033604988,
Oahu,Oahu_S,75 Shallow,5,-157.974,21.316279,6.3,NA,0.291999993,2.488000023,2.590817577,44.6032486,NA,130.0202364,6424,0.31611834,0.494102826,22.79999924,20.50245833,2019,0.047741623,0.029484987
Oahu,Oahu_N,76 Mid,30,-158.07932,21.63227,74,3.15,0.863999996,3.432999946,2.528301959,43.74112701,0.060238237,16637.69967,90629.5,0.062511998,0.039736261,59.79999924,NA,2019,0.033604988,
Oahu,Oahu_N,76 Shallow,7.5,-158.0792624,21.6271481,9.142857143,3.285714286,0.863999996,3.432999946,2.528301959,43.74112701,0.060238237,16316.87401,90214.5,0.099479796,0.061296177,77.50952366,NA,2019,0.038063476,
Oahu,Oahu_S,77 Shallow,3,-157.7844,21.26039511,11.8,NA,1.929999948,3.269999981,2.55283021,46.78184848,0.056414318,16036.48679,13808.87778,0.048293226,0.385021723,152.2712875,20.50245833,2019,0.023210223,0.014334518
Maui,Maui_NW,78 Mid,38,-156.69493,20.93688,36,2.289473684,10.53999996,4.764999837,2.620566026,48.50312424,0.051419608,565.0144246,9093.149902,0.183123518,0.120671352,412.7999878,33.63518519,2019,0.033604988,0.028187795
Maui,Maui_NW,78 Shallow,11.3,-156.6936935,20.937734,20,2.218801258,9.965000152,4.764999837,2.617594341,48.50312424,0.051419608,2717.135392,9416.824951,0.183471442,0.123618451,412.7999878,33.63518519,2019,0.210090401,0.129750779
Hawaii,Hawaii_NW,79 Mid,44.5,-156.0420571,19.69088746,7,2.029250457,5.60499993,13.01000023,2.637698196,48.65799936,0.050106667,292.8445154,13193.40039,0.166701865,0.237901737,14.6500001,53.47187889,2019,0.101275275,0.062547103
Oahu,Oahu_N,8 Shallow,5.8,-158.0368345,21.68176182,9.181818182,3.210526316,1.386363615,3.734999895,2.509245423,47.24786487,0.051760784,41799.37911,97345.5,0.053394621,0.075735469,177.9046115,NA,2019,0.047629407,
Hawaii,Hawaii_NW,80 Mid,44.9,-156.0360187,19.6861073,15.28571429,2.020068027,5.885000003,9.335714451,2.639358572,48.52874947,0.050106667,1431.595504,1985.828628,0.142690372,0.217823272,20.13647755,53.47187889,2019,0.117610626,0.072635734
Hawaii,Hawaii_NW,81 Mid,40.6,-156.0349185,19.67800323,8.8,2.013255883,5.919999987,10.43800018,2.639396308,48.29724961,0.050106667,368.929785,9367.314978,0.085797573,0.161465812,25.36218928,53.47187889,2019,0.096489629,0.059591512
Oahu,Oahu_E,82 Shallow,3.7,-157.6838,21.327234,7,NA,2.089999914,3.554999888,2.545471731,46.61399841,0.055013333,14934.19188,NA,0.084004648,0.202455094,58.90000153,42.05739972,2019,0.056917088,0.035151708
Oahu,Oahu_S,83 Shallow,2.3,-157.8549595,21.28918905,20.35135135,NA,0.449999988,2.699999928,2.589245274,45.87986938,0.063935295,6883.967955,6405.5,0.051307865,0.731572025,708.7000122,20.50245833,2019,0.011704554,0.007228674
Molokai,Molokai_SE,84 Shallow,10.6,-156.882236,21.037171,26,NA,9.659999847,5.574999869,2.607358501,48.1513443,0.049238432,833.2384381,37153.2,9.03E-06,0.002462774,0.581400511,NA,2019,0.079004054,
Molokai,Molokai_SE,85 Shallow,12.7,-156.862014,21.03580017,15.83333333,NA,9.659999847,5.574999869,2.607358501,48.17529546,0.048211765,78.59799358,46932.91667,3.30E-06,0.000406974,0.629448979,NA,2019,0.080260982,
Molokai,Molokai_SE,86 Shallow,12.3,-156.87147,21.03496675,43.75,NA,9.659999847,5.574999869,2.607358501,48.1513443,0.048211765,0,42212,1.10E-05,0.001722646,0.718411607,NA,2019,0.114212871,
Oahu,Oahu_N,87 Shallow,6.9,-158.012,21.69771,5.3,NA,1.399999976,3.734999895,2.509245423,47.94262695,0.051611765,4055.281917,NA,0.076539853,0.082826567,92.5,NA,2019,0.056680537,
Hawaii,Hawaii_SW,88 Mid,35.6,-155.925894,19.463158,13.1512166,2,4.275000006,9.102000122,2.66320754,47.79612541,NA,7126.194691,217.6000061,0.068495887,0.054148826,22.29999924,54.64444444,2019,0.063024514,0.038923624
Hawaii,Hawaii_SW,88 Shallow,14,-155.9255667,19.46277,3.055555556,2,4.436666638,9.475000126,2.663836473,47.79612541,NA,6438.211563,217.6000061,0.069404731,0.054356012,22.29999924,54.64444444,2019,0.176636081,
Oahu,Oahu_W,89 Shallow,9.2,-158.231,21.49345433,53.73333333,NA,0,1.859999999,2.525660317,45.54475021,0.049699327,5919.22712,49585,0.133372093,0.067033929,15.04999971,NA,2019,0.03329971,
Oahu,Oahu_N,9 Shallow,8,-158.2200667,21.57973667,9.866666667,NA,0.769999981,2.814999998,2.550188784,46.28501257,0.048080874,791.2877802,NA,0.162046992,0.075571269,36,NA,2019,0.040748515,
Hawaii,Hawaii_NW,90 Mid,32.5,-155.9377086,19.85156583,7.128757314,2.281350424,4.295000017,6.152222173,2.623773767,45.34449959,0.057564706,538.8528138,4333,0.136935315,0.039037454,10,53.47187889,2019,0.111386941,0.068792017
Hawaii,Hawaii_NW,90 Shallow,13.8,-155.9388896,19.85051867,3.475694445,2.078042328,4.747500062,6.335416617,2.624339806,45.34449959,0.057564706,492.2639167,4448.325073,0.144303199,0.040556028,10,53.47187889,2019,0.162132192,0.10013203
Maui,Maui_SE,91 Mid,33,-156.063625,20.6459262,41.89295855,3.248586453,4.393999863,3.640000105,2.565245078,47.44154231,0.051783956,3791.277476,30540.15117,0.004172056,0.010127581,14.40056178,NA,2019,0.168174809,
Maui,Maui_SE,91 Shallow,12.5,-156.0658845,20.646932,7.20338983,3.144067797,4.25,3.640000105,2.563490364,47.44154231,0.052127574,3536.725939,28371.95117,0.004232349,0.01027394,16.60000038,NA,2019,0.099835269,
Maui,Maui_SE,92 Mid,44.8,-156.0473796,20.650446,57.28518896,2.90460958,4.396000004,3.823999977,2.537433847,47.57775116,0.050675001,2093.017194,48773.7707,0.004119226,0.009999664,40.57999916,NA,2019,0.088501031,
Maui,Maui_SE,93 Mid,30.8,-156.0374775,20.6616705,46.17316928,3.338582346,4.317499995,3.769999981,2.521037732,47.61333466,0.050675001,206.2319608,49239.05078,0.002776599,0.009059184,72.40000153,NA,2019,0.115894037,
Maui,Maui_SE,93 Shallow,18,-156.039683,20.665569,10.625,3.89375,4.369999886,3.769999981,2.523396222,47.61333466,0.050675001,239.6954681,48001.80078,0.002816427,0.009936573,72.40000153,NA,2019,0.033604988,
Maui,Maui_SE,94 Mid,26,-156.0840075,20.646684,54.40913512,2.832736545,4.324999809,3.640000105,2.563490364,47.39808401,0.052127574,623.1610779,5056.05011,0.004208103,0.010215084,24.39999962,NA,2019,0.357627835,
Maui,Maui_SE,95 Mid,32.7,-156.0440917,20.65701067,63.0968467,3.220177315,4.410000006,3.769999981,2.521823895,47.61333466,0.050675001,1569.185683,49127.46745,0.003877708,0.010175824,60.37987212,NA,2019,0.100576273,
Maui,Maui_SE,95 Shallow,13,-156.045063,20.65763133,51.32090132,4,4.309999943,3.769999981,2.521823895,47.61333466,0.050675001,1663.867265,49271.63411,0.003868034,0.010198203,64.86666616,NA,2019,0.053985691,
Maui,Maui_SE,96 Mid,27.3,-156.053851,20.6489645,29.29553366,3.161223498,4.089999914,3.527500078,2.557440888,47.52437592,0.050675001,3706.748228,45837.05078,0.004128576,0.010022034,18.86698071,NA,2019,0.060146367,
Maui,Maui_SE,96 Shallow,13,-156.054824,20.650036,5.029585799,3.301775148,3.869999886,3.415000051,2.554245184,47.52437592,0.050675001,3846.713093,46434.69922,0.004222548,0.01025015,10.30000019,NA,2019,0.033604988,
Maui,Maui_SE,97 Mid,26.3,-156.0728103,20.64749733,39.72943987,2.907863078,4.280000051,3.640000105,2.564465205,47.44154231,0.052127574,2187.013129,2152.700065,0.004226384,0.010259461,21.70983581,NA,2019,0.124302394,
Maui,Maui_SE,97 Shallow,14,-156.07512,20.649631,7.052896725,2.74643157,4.340000153,3.640000105,2.566414887,47.44154231,0.052127574,2548.49113,11.89999962,0.004230545,0.010269561,23.39999962,NA,2019,0.033604988,
Oahu,Oahu_E,98 Shallow,6.5,-157.7803,21.44254,8,2.4,0.289999992,2.639999986,2.496415084,NA,0.232024997,181.4329031,NA,0.186292396,0.423909744,13.5,42.05739972,2019,0.033604988,0.028187795
Oahu,Oahu_E,99 Shallow,6.5,-157.779325,21.41481,32.5,2.3,0.289999992,2.639999986,2.496415084,NA,NA,469.0626598,NA,0.173383295,0.442150114,34.20000076,42.05739972,2019,0.11848886,0.073178126
